FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2021 ORDINANCE (AMOUNT $)
GRANTS,0Z88,PORT SECURITY,59,CFD,2824,Port Security,20,OVERTIME,111000
GRANTS,0Z88,PORT SECURITY,59,CFD,2824,Port Security,421,MACHINERY AND EQUIPMENT,587000
GRANTS,0Z89,PORT SECURITY,59,CFD,2824,Port Security,20,OVERTIME,37000
GRANTS,0Z89,PORT SECURITY,59,CFD,2824,Port Security,421,MACHINERY AND EQUIPMENT,196000
GRANTS,0Z91,PORT SECURITY,59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,558000
GRANTS,0Z91,PORT SECURITY,59,CFD,2824,Port Security,421,MACHINERY AND EQUIPMENT,548000
GRANTS,0Z92,ASSISTANCE TO FIREFIGHTERS,59,CFD,2812,ASSISTANCE TO FIREFIGHTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,12000
GRANTS,0Z93,ASSISTANCE TO FIREFIGHTERS,59,CFD,2812,ASSISTANCE TO FIREFIGHTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,2000
GRANTS,G001,SUBSTANCE ABUSE PREVENTION,48,MOPD,2805,SUBSTANCE ABUSE PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,134675
GRANTS,G001,SUBSTANCE ABUSE PREVENTION,48,MOPD,2805,SUBSTANCE ABUSE PREVENTION,6,SALARY PROVISION,34278
GRANTS,G001,SUBSTANCE ABUSE PREVENTION,48,MOPD,2805,SUBSTANCE ABUSE PREVENTION,44,FRINGE BENEFITS,63047
GRANTS,G002,TOBACCO ENFORCEMENT GRANT,70,BACP,2801,TOBACCO ENFORCEMENT GRANT,6,SALARY PROVISION,333000
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,5,SALARIES AND WAGES - ON PAYROLL,5220142
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,6,SALARY PROVISION,33468
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,15,SCHEDULE SALARY ADJUSTMENTS,15728
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,44,FRINGE BENEFITS,2509988
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,130,POSTAGE,21965
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,135,DELEGATE AGENCIES,113915601
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,23044749
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,152,ADVERTISING,500000
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,159,LEASE/PURCHASE EQUIPMENT,47789
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,166,DUES  SUBSC & MEM,1840031
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,169,TECHNICAL MEETING COSTS,50000
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,190,TELEPHONE - CENTREX BILLINGS,73943
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,197,TELEPHONE - MAINTENANCE,4988
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,270,LOCAL TRANSPORTATION,5000
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,348,BOOKS AND RELATED MATERIAL,500000
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,350,STATIONERY AND OFFICE SUPPLIES,50000
GRANTS,G004,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,801,INDIRECT COSTS,4166608
GRANTS,G005,SENIOR COMPANION PROJECT - ACTION,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,5,SALARIES AND WAGES - ON PAYROLL,188766
GRANTS,G005,SENIOR COMPANION PROJECT - ACTION,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,6,SALARY PROVISION,25366
GRANTS,G005,SENIOR COMPANION PROJECT - ACTION,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,15,SCHEDULE SALARY ADJUSTMENTS,1337
GRANTS,G005,SENIOR COMPANION PROJECT - ACTION,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,44,FRINGE BENEFITS,88370
GRANTS,G005,SENIOR COMPANION PROJECT - ACTION,50,DFSS,2868,SENIOR COMPANION PJT - ACTION,50,STIPENDS,176161
GRANTS,G006,TITLE XX DONATED FUNDS,50,DFSS,2873,TITLE XX DONATED FUNDS,135,DELEGATE AGENCIES,1820000
GRANTS,G007,CHA FAMILY SUPPORTIVE SERVICES,50,DFSS,2896,CHA FAMILY SUPPORTIVE SERVICES,5,SALARIES AND WAGES - ON PAYROLL,259548
GRANTS,G007,CHA FAMILY SUPPORTIVE SERVICES,50,DFSS,2896,CHA FAMILY SUPPORTIVE SERVICES,44,FRINGE BENEFITS,124214
GRANTS,G007,CHA FAMILY SUPPORTIVE SERVICES,50,DFSS,2896,CHA FAMILY SUPPORTIVE SERVICES,135,DELEGATE AGENCIES,2706188
GRANTS,G007,CHA FAMILY SUPPORTIVE SERVICES,50,DFSS,2896,CHA FAMILY SUPPORTIVE SERVICES,801,INDIRECT COSTS,74050
GRANTS,G009,MEDICARE IMPROVEMENTS FOR PATIENTS,50,DFSS,2937,MEDICARE IMPROVEMENTS,6,SALARY PROVISION,110000
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,5,SALARIES AND WAGES - ON PAYROLL,182632
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,44,FRINGE BENEFITS,85498
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,135,DELEGATE AGENCIES,4202805
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,140,PROFESSIONAL AND TECHNICAL SERVICES,2000
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,155,RENTAL OF PROPERTY,70000
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,157,RENTAL EQUIPMENT AND SERVICES,8195
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,159,LEASE/PURCHASE EQUIPMENT,8150
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,190,TELEPHONE - CENTREX BILLINGS,12803
GRANTS,G010,EMERGENCY AND TRANSITIONAL HOUSING,50,DFSS,2942,Emergency /Transitional Housng,9651,REIMB - INDIRECT COSTS,241917
GRANTS,G011,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,5,SALARIES AND WAGES - ON PAYROLL,801692
GRANTS,G011,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,44,FRINGE BENEFITS,380017
GRANTS,G011,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,135,DELEGATE AGENCIES,18493799
GRANTS,G011,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,140,PROFESSIONAL AND TECHNICAL SERVICES,133000
GRANTS,G011,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,350,STATIONERY AND OFFICE SUPPLIES,8000
GRANTS,G011,CHILD CARE SERVICES,50,DFSS,2943,Child Care Services,801,INDIRECT COSTS,1183492
GRANTS,G012,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,5,SALARIES AND WAGES - ON PAYROLL,389694
GRANTS,G012,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,6,SALARY PROVISION,3000
GRANTS,G012,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,44,FRINGE BENEFITS,191697
GRANTS,G012,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,135,DELEGATE AGENCIES,6389836
GRANTS,G012,EMERGENCY SOLUTIONS,50,DFSS,2944,Emergency Solutions,140,PROFESSIONAL AND TECHNICAL SERVICES,25773
GRANTS,G013,SENIOR MEDICARE PATROL,50,DFSS,2945,Senior Medicare Patrol,135,DELEGATE AGENCIES,23000
GRANTS,G014,SENIOR HEALTH ASSISTANCE PROGRAM,50,DFSS,2946,Senior Health Assistance Pgm.,5,SALARIES AND WAGES - ON PAYROLL,222988
GRANTS,G014,SENIOR HEALTH ASSISTANCE PROGRAM,50,DFSS,2946,Senior Health Assistance Pgm.,6,SALARY PROVISION,12622
GRANTS,G014,SENIOR HEALTH ASSISTANCE PROGRAM,50,DFSS,2946,Senior Health Assistance Pgm.,44,FRINGE BENEFITS,104390
GRANTS,G015,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,5,SALARIES AND WAGES - ON PAYROLL,1314437
GRANTS,G015,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,6,SALARY PROVISION,11955
GRANTS,G015,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,15,SCHEDULE SALARY ADJUSTMENTS,2096
GRANTS,G015,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,44,FRINGE BENEFITS,656248
GRANTS,G015,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,135,DELEGATE AGENCIES,77412749
GRANTS,G015,EARLY CHILDHOOD BLOCK GRANT,50,DFSS,2962,Early Childhood Block Grant,140,PROFESSIONAL AND TECHNICAL SERVICES,1802515
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,51,PSA,2810,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,106331
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,51,PSA,2810,Edward Byrne Memorial JAG,6,SALARY PROVISION,891
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,51,PSA,2810,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,49778
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,5,SALARIES AND WAGES - ON PAYROLL,501725
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,44,FRINGE BENEFITS,227833
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,135,DELEGATE AGENCIES,590000
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,140,PROFESSIONAL AND TECHNICAL SERVICES,694442
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,229,TRANSPORTATION AND EXPENSE ALLOWANCE,25000
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,340,MATERIAL AND SUPPLIES,110000
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,421,MACHINERY AND EQUIPMENT,100000
GRANTS,G016,EDWARD BYRNE MEMORIAL JAG,57,CPD,2996,Edward Byrne Memorial JAG,801,INDIRECT COSTS,100000
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,5,SALARIES AND WAGES - ON PAYROLL,2086068
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,6,SALARY PROVISION,5029480
GRANTS,G018,TRANSIT SECURITY,57,CPD,2921,TRANSIT SECURITY,44,FRINGE BENEFITS,1114452
GRANTS,G019,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,3064972
GRANTS,G019,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,6,SALARY PROVISION,8748612
GRANTS,G019,COPS HIRING PROGRAM,57,CPD,2983,COPS HIRING PROGRAM,44,FRINGE BENEFITS,1637416
GRANTS,G021,PORT SECURITY (OEMC),58,OEMC,2831,PORT SECURITY,140,PROFESSIONAL AND TECHNICAL SERVICES,151000
GRANTS,G022,PORT SECURITY (CFD),59,CFD,2824,Port Security,140,PROFESSIONAL AND TECHNICAL SERVICES,957000
GRANTS,G023,IDOT STEP,57,CPD,2968,STEP,20,OVERTIME,603000
GRANTS,G023,IDOT STEP,57,CPD,2968,STEP,801,INDIRECT COSTS,88000
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,20,OVERTIME,450000
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,140,PROFESSIONAL AND TECHNICAL SERVICES,6000
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,229,TRANSPORTATION AND EXPENSE ALLOWANCE,1000
GRANTS,G024,LOCAL ALCOHOL PROGRAM,57,CPD,2995,Local Alcohol Program,801,INDIRECT COSTS,45000
GRANTS,G025,INJURY PREVENTION,57,CPD,2987,INJURY PREVENTION,20,OVERTIME,118000
GRANTS,G025,INJURY PREVENTION,57,CPD,2987,INJURY PREVENTION,801,INDIRECT COSTS,12000
GRANTS,G027,VIOLENCE AGAINST WOMEN - DOMESTIC,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,5,SALARIES AND WAGES - ON PAYROLL,76463
GRANTS,G027,VIOLENCE AGAINST WOMEN - DOMESTIC,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,15,SCHEDULE SALARY ADJUSTMENTS,1328
GRANTS,G027,VIOLENCE AGAINST WOMEN - DOMESTIC,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,44,FRINGE BENEFITS,35796
GRANTS,G027,VIOLENCE AGAINST WOMEN - DOMESTIC,57,CPD,2844,VIOLENCE AGAINST WOMEN - DVP,140,PROFESSIONAL AND TECHNICAL SERVICES,20413
GRANTS,G028,VIOLENCE AGAINST WOMEN - SEXUAL,57,CPD,2842,VIOLENCE AGAINST WOMEN - SAP,6,SALARY PROVISION,58000
GRANTS,G028,VIOLENCE AGAINST WOMEN - SEXUAL,57,CPD,2842,VIOLENCE AGAINST WOMEN - SAP,140,PROFESSIONAL AND TECHNICAL SERVICES,13000
GRANTS,G030,PREPAREDNESS AND RESPONSE,58,OEMC,2902,Preparedness and Response,140,PROFESSIONAL AND TECHNICAL SERVICES,1000000
GRANTS,G031,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,5,SALARIES AND WAGES - ON PAYROLL,931839
GRANTS,G031,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,15,SCHEDULE SALARY ADJUSTMENTS,2439
GRANTS,G031,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,44,FRINGE BENEFITS,464711
GRANTS,G031,FIRE ACADEMY TRAINING AND IMPROVEMENT,59,CFD,2810,FIRE ACAD TRNG/IMPROVEMENT,140,PROFESSIONAL AND TECHNICAL SERVICES,1801011
GRANTS,G033,TOBACCO FREE COMMUNITIES,41,CDPH,2868,TOBACCO FREE COMMUNITIES,5,SALARIES AND WAGES - ON PAYROLL,338127
GRANTS,G033,TOBACCO FREE COMMUNITIES,41,CDPH,2868,TOBACCO FREE COMMUNITIES,44,FRINGE BENEFITS,162501
GRANTS,G033,TOBACCO FREE COMMUNITIES,41,CDPH,2868,TOBACCO FREE COMMUNITIES,140,PROFESSIONAL AND TECHNICAL SERVICES,149372
GRANTS,G035,TANNING FACILITIES INSPECTIONS,41,CDPH,2878,TANNING FACILITIES INSPECTIONS,140,PROFESSIONAL AND TECHNICAL SERVICES,13000
GRANTS,G036,TATTOO AND BODY PIERCING INSPECTION,41,CDPH,2998,Body Art / Tanning Inspection,140,PROFESSIONAL AND TECHNICAL SERVICES,191000
GRANTS,G037,MOSQUITO VECTOR PREVENTION PROGRAM,41,CDPH,2960,VECTOR CONTROL TIRE FUND,5,SALARIES AND WAGES - ON PAYROLL,107193
GRANTS,G037,MOSQUITO VECTOR PREVENTION PROGRAM,41,CDPH,2960,VECTOR CONTROL TIRE FUND,44,FRINGE BENEFITS,50182
GRANTS,G037,MOSQUITO VECTOR PREVENTION PROGRAM,41,CDPH,2960,VECTOR CONTROL TIRE FUND,140,PROFESSIONAL AND TECHNICAL SERVICES,602625
GRANTS,G038,PRE-EXPOSURE PROPHYLAXIS (PREP),41,CDPH,281C,Pre-Exposure Prophylaxis(PREP),140,PROFESSIONAL AND TECHNICAL SERVICES,143000
GRANTS,G039,RESILIENCY IN COMMUNTIES AFTER STRESS,41,CDPH,280P,Resiliency in Communities,140,PROFESSIONAL AND TECHNICAL SERVICES,1000000
GRANTS,G041,HIV BEHAVIORAL SURVEILLANCE,41,CDPH,2978,HIV BEHAVIORAL SURVEILLANCE,5,SALARIES AND WAGES - ON PAYROLL,93213
GRANTS,G041,HIV BEHAVIORAL SURVEILLANCE,41,CDPH,2978,HIV BEHAVIORAL SURVEILLANCE,44,FRINGE BENEFITS,43637
GRANTS,G041,HIV BEHAVIORAL SURVEILLANCE,41,CDPH,2978,HIV BEHAVIORAL SURVEILLANCE,140,PROFESSIONAL AND TECHNICAL SERVICES,363150
GRANTS,G042,HEAD START AND EARLY HEAD START,50,DFSS,2860,HEAD START / EARLY HEAD START,140,PROFESSIONAL AND TECHNICAL SERVICES,17500000
GRANTS,G044,SENIOR BENEFITS ACCESS APPLICATION PROGR,50,DFSS,2977,SENIOR BENEFITS ACCESS PROGRAM,135,DELEGATE AGENCIES,372000
GRANTS,G046,MUNICIPAL BROWNFIELDS REDEVELOPMENT,38,AIS,2848,Municipal Brownfields Redevelp,140,PROFESSIONAL AND TECHNICAL SERVICES,600000
GRANTS,G047,CARE VAN BLUE CROSS,41,CDPH,2700,CARE VAN BLUE CROSS,140,PROFESSIONAL AND TECHNICAL SERVICES,75000
GRANTS,G048,ASSISTANCE TO FIREFIGHTERS,59,CFD,2812,ASSISTANCE TO FIREFIGHTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,750000
GRANTS,G049,ASSISTANCE TO FIREFIGHTERS,59,CFD,2812,ASSISTANCE TO FIREFIGHTERS,140,PROFESSIONAL AND TECHNICAL SERVICES,250000
GRANTS,G051,REDUCING LEAD IN DRINKING WATER,88,DWM,2810,Reducing Lead Drinking Water,140,PROFESSIONAL AND TECHNICAL SERVICES,5600000
GRANTS,G070,CAPITAL  CONSTRUCTION GRANT,91,CPL,2842,STATE CAPITAL CONSTRUCTION,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,15600000
GRANTS,G071,CAPITAL  CONSTRUCTION GRANT,91,CPL,2842,STATE CAPITAL CONSTRUCTION,540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,10000000
GRANTS,G080,O'HARE SCREENER,58,OEMC,280A,O'Hare Screener,140,PROFESSIONAL AND TECHNICAL SERVICES,1333000
GRANTS,G082,LEAD POISONING SURVEILLANCE,41,CDPH,280L,Lead Poisoning Surveillance,140,PROFESSIONAL AND TECHNICAL SERVICES,601000
GRANTS,G083,DIESEL EMISSIONS REDUCTION ACT (DERA),84,CDOT,280R,Diesel Emissions Reduction Act,450,VEHICLES,600000
GRANTS,G084,FEDERAL LANDS ACCESS (FLAP) (FHWA),84,CDOT,280S,FEDERAL LANDS ACCESS (FHWA),540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,1000000
GRANTS,G085,FEDERAL LANDS ACCESS (FLAP) (NPS),84,CDOT,280T,FEDERAL LANDS ACCESS (NPS),540,CONSTRUCTION OF BUILDINGS AND STRUCTURES,200000
GRANTS,G086,RTA COMMUNITY PLANNING,84,CDOT,280U,RTA Community Planning,140,PROFESSIONAL AND TECHNICAL SERVICES,150000
GRANTS,G090,IL LIBRARY DEV-PER CAPITA/AREA,91,CPL,2895,ILL LIBRARY DEVEL. PER CAPITA,6,SALARY PROVISION,2132000
GRANTS,G091,SUMMER JOBS CONNECT PROGRAM,50,DFSS,2953,Summer Jobs Connect Program,140,PROFESSIONAL AND TECHNICAL SERVICES,850000
GRANTS,G092,UASI,38,AIS,2854,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,6000000
GRANTS,G092,UASI,51,PSA,2815,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,18000000
GRANTS,G092,UASI,57,CPD,280V,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,8100000
GRANTS,G092,UASI,58,OEMC,2811,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,2500000
GRANTS,G092,UASI,59,CFD,2825,UASI,140,PROFESSIONAL AND TECHNICAL SERVICES,7000000
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,5,SALARIES AND WAGES - ON PAYROLL,9235579
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,39,STUDENT AS TRAINEES,149200
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,126,OFFICE CONVENIENCES,1600
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,130,POSTAGE,5500
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,140,PROFESSIONAL AND TECHNICAL SERVICES,267000
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,149,SOFTWARE MAINTENANCE AND LICENSING,2500
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,150,OUTSIDE GRAPHIC SERVICES,1600
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,157,RENTAL EQUIPMENT AND SERVICES,40000
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,159,LEASE/PURCHASE EQUIPMENT,52000
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,162,REPAIR/MAINT EQUIPMENT,6984
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,166,DUES  SUBSC & MEM,37242
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,169,TECHNICAL MEETING COSTS,6000
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,181,MOBILE COMMUNICATION SERVICES,52965
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,190,TELEPHONE - CENTREX BILLINGS,19800
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,197,TELEPHONE - MAINTENANCE,2800
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,229,TRANSPORTATION AND EXPENSE ALLOWANCE,1000
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,270,LOCAL TRANSPORTATION,1500
LOCAL,100,CORPORATE FUND,1,MO,2005,OFFICE OF THE MAYOR,350,STATIONERY AND OFFICE SUPPLIES,30000
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,5,SALARIES AND WAGES - ON PAYROLL,6013880
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,15,SCHEDULE SALARY ADJUSTMENTS,53168
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,20,OVERTIME,3000
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,130,POSTAGE,1859
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,138,IT MAINTENANCE,189088
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,140,PROFESSIONAL AND TECHNICAL SERVICES,353253
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,143,COURT REPORTING,42500
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,149,SOFTWARE MAINTENANCE AND LICENSING,421972
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,150,OUTSIDE GRAPHIC SERVICES,3500
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,157,RENTAL EQUIPMENT AND SERVICES,48779
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,159,LEASE/PURCHASE EQUIPMENT,129884
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,162,REPAIR/MAINT EQUIPMENT,1000
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,166,DUES  SUBSC & MEM,13237
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,169,TECHNICAL MEETING COSTS,110253
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,181,MOBILE COMMUNICATION SERVICES,21395
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,189,TELEPHONE - NON-CENTREX BILLINGS,47122
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,270,LOCAL TRANSPORTATION,31039
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,320,GASOLINE,2506
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,340,MATERIAL AND SUPPLIES,5425
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,348,BOOKS AND RELATED MATERIAL,1327
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,350,STATIONERY AND OFFICE SUPPLIES,18641
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,446,PURCHASE - DATA HARDWARE,304477
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,700,CONTINGENCIES,87060
LOCAL,100,CORPORATE FUND,3,OIG,2005,OFFICE OF INSPECTOR GENERAL,9438,REIMBURSEMENT - AIS,2000
LOCAL,100,CORPORATE FUND,5,OBM,2005,OBM,5,SALARIES AND WAGES - ON PAYROLL,2831871
LOCAL,100,CORPORATE FUND,5,OBM,2005,OBM,15,SCHEDULE SALARY ADJUSTMENTS,11077
LOCAL,100,CORPORATE FUND,5,OBM,2005,OBM,39,STUDENT AS TRAINEES,37500
LOCAL,100,CORPORATE FUND,5,OBM,2005,OBM,130,POSTAGE,5000
LOCAL,100,CORPORATE FUND,5,OBM,2005,OBM,140,PROFESSIONAL AND TECHNICAL SERVICES,5500
